gps_time,x,y,z,vE,vN,vU
1429364583.40506,4181996.32989242,860776.037474671,4723059.60315017,3.42592587809489,0.0302289849740592,0.0166712947316431
1429364583.50518,4181996.25278007,860776.367198924,4723059.60923148,3.38502615998814,0.108011497393365,-0.0152527862709297
1429364583.60453,4181996.16277717,860776.692208406,4723059.64005482,3.36483400991706,0.374335652625509,0.0781344714401106
1429364583.70095,4181996.05871546,860777.012794372,4723059.67836202,3.34984992466261,0.533430582599797,0.035856856558103
1429364583.80351,4181995.92835524,860777.324615125,4723059.71734583,3.31701567952442,0.742757295270111,-0.14301297529598
1429364583.90007,4181995.79563147,860777.62341745,4723059.79055177,3.19426853227537,1.00815799842568,0.0786157729206355
1429364584.03458,4181995.66636157,860777.920092493,4723059.85611674,3.16646921636118,0.935126452004594,0.0414946686546368
1429364584.28075,4181995.52609468,860778.209090522,4723059.94676129,3.11344515097297,1.19434947359424,0.145799444029723
1429364584.28545,4181995.36298743,860778.488518765,4723060.03054572,3.06575861870807,1.32932609574153,-0.0676243328574373
1429364584.30489,4181995.2050045,860778.754767716,4723060.13182928,2.95067385079795,1.39378156716767,0.028979433198595
1429364584.40429,4181995.02668708,860779.017280739,4723060.24005607,2.9307426256368,1.62885404109426,-0.00806207069743725
1429364584.50681,4181994.8459714,860779.263843647,4723060.36738888,2.77935032333994,1.79791042393477,0.0969181099496067
1429364584.6073,4181994.648434,860779.490181361,4723060.48544953,2.61516292179669,1.88889218210522,-0.109395822743984
1429364584.70087,4181994.45324037,860779.714272745,4723060.63134513,2.58843561051468,2.0611539003764,0.110022299253403
1429364584.80452,4181994.24279535,860779.921898262,4723060.78414601,2.45790400068357,2.24313824082082,0.0394168368638361
1429364584.9028,4181994.04326511,860780.128501248,4723060.94900315,2.42588397454329,2.2456785751693,0.199170951594151
1429364585.27881,4181993.82071916,860780.300868624,4723061.11719252,2.13695547503402,2.48703040974457,0.0272349891105319
1429364585.30317,4181993.58260706,860780.477191336,4723061.26953959,2.2070789250919,2.4886934560847,-0.187177740048083
1429364585.30847,4181993.35298613,860780.632523721,4723061.45266959,1.9843655248126,2.66396702936512,0.0691566983370817
1429364585.31484,4181993.13299245,860780.778601159,4723061.61594233,1.86173520096883,2.61283970592172,0.0524986018265983
1429364585.40477,4181992.87901681,860780.905924286,4723061.81089191,1.75912203791957,2.9624437677248,-0.0400049973087453
1429364585.50944,4181992.65059131,860781.015772101,4723062.02647626,1.5364457506357,2.94031977407535,0.257191048653131
1429364585.61148,4181992.40225814,860781.122635196,4723062.21203156,1.54734582958304,2.88924768736778,-0.100537345887698
1429364585.70144,4181992.14971173,860781.208001732,4723062.43261788,1.34528656750147,3.18625024605795,0.103584889561419
1429364585.80305,4181991.90491856,860781.295373328,4723062.64358755,1.34929479094409,3.06248716192409,0.0854704702087266
1429364585.90256,4181991.6470342,860781.374177433,4723062.84502845,1.29177075073299,3.10708027071804,-0.0826378943028763
1429364586.03447,4181991.38678095,860781.431202967,4723063.06820476,1.08323098862964,3.30223305605623,0.0342479636734629
1429364586.25897,4181991.1009749,860781.485364137,4723063.26224434,1.10669069604324,3.29808270692324,-0.353621040926017
1429364586.26795,4181990.84451255,860781.541659995,4723063.49488014,1.06844139765557,3.33890176625602,0.128456327847001
1429364586.30116,4181990.56968449,860781.576921921,4723063.75988079,0.949744563761633,3.4190545525621,0.0896045050259899
1429364586.40606,4181990.31529811,860781.615249124,4723063.99374808,0.888257784805349,3.358954071157,0.127001602830517
1429364586.507,4181990.02424598,860781.65026692,4723064.21127935,0.929762537854787,3.52198517329877,-0.238946594544703
1429364586.60764,4181989.75088257,860781.685243916,4723064.43476704,0.893701791839848,3.43293124661753,-0.0789270114444458
1429364586.7004,4181989.47122323,860781.718586919,4723064.66835289,0.890390077242349,3.5487342241995,-0.0471933362397472
1429364586.80339,4181989.19763394,860781.761750804,4723064.89696837,0.974345648088834,3.45655685762062,-0.0312244400244304
1429364586.89943,4181988.92165572,860781.788545839,4723065.13575905,0.818833117057842,3.5665041429351,0.00680295580684409
1429364587.02458,4181988.64251091,860781.82424423,4723065.37321829,0.912423180723048,3.56733038172765,-0.0118335504096907
1429364587.24703,4181988.37045951,860781.853250864,4723065.62135447,0.832578539272394,3.59700859597559,0.105014484791086
1429364587.25479,4181988.08587602,860781.886594844,4723065.85382137,0.900326930308132,3.57714294923783,-0.0877414205524902
1429364587.29971,4181987.79250003,860781.921133592,4723066.06569296,0.89995016399358,3.63207691436894,-0.0465587577745816
1429364587.4025,4181987.50895099,860781.948847997,4723066.30743065,0.843101183528567,3.63998933745445,-0.0195752202688495
1429364587.50538,4181987.22986581,860781.980610654,4723066.53661782,0.873753464639476,3.51753166429882,-0.0782930496385954
1429364587.61022,4181986.92616454,860782.001390415,4723066.76625862,0.815805770001122,3.71643410633296,-0.250799957392322
